forecastdate,state,primarydate,total,bidenvote,bloombergvote,bookervote,buttigiegvote,klobucharvote,sandersvote,steyervote,warrenvote,yangvote,bidenwin,bloombergwin,bookerwin,buttigiegwin,klobucharwin,sanderswin,steyerwin,warrenwin,yangwin,bidendel,bloombergdel,bookerdel,buttigiegdel,klobuchardel,sandersdel,steyerdel,warrendel,yangdel,timestate
1/07/2019,Tennessee,3/03/2020,64,42.5,0,3.5,7.5,3,14.4,0,10.4,0.4,59.7,0,4,5.7,3.7,9.9,2.7,7.2,3,57,0,0,0,0,6,0,1,0,43647Tennessee
1/07/2019,Texas,3/03/2020,228,33.8,0,1.5,8.3,1.1,17.7,0,17.5,1.9,43.7,0,4.2,7.2,4,14.3,3.4,14.3,4.4,112,0,0,0,0,58,0,58,0,43647Texas
1/07/2019,Utah,3/03/2020,29,36.1,0,0.7,8.9,2.3,17,0,16.5,0.9,47.7,0,3.5,6.9,4.2,13.5,3.1,12.7,3.8,15,0,0,0,0,7,0,7,0,43647Utah
1/07/2019,Vermont,3/03/2020,16,35.8,0,2.7,13.2,1.6,47.6,0,21.9,3.6,26.8,0,1.8,5,1.4,50.8,1.2,9.4,1.8,5,0,0,1,0,7,0,3,0,43647Vermont
1/07/2019,Virginia,3/03/2020,99,36.9,0,2.7,9.7,1.3,16.2,0,14.6,0.9,49.9,0,4,7.9,3.7,12.7,3.2,11.1,3.5,63,0,0,0,0,27,0,9,0,43647Virginia
1/07/2019,Idaho,10/03/2020,20,37.7,0,0.7,9.1,4.1,13.7,0,16,0,50.4,0,3.5,7.6,4.9,10.2,3.3,12.4,3.2,13,0,0,0,0,1,0,6,0,43647Idaho
1/07/2019,Michigan,10/03/2020,125,39,0,1.1,7.8,3,20.4,0,14.7,0.9,51.1,0,3.2,6,4,15.6,3.1,10,3.4,74,0,0,0,0,39,0,12,0,43647Michigan
1/07/2019,Mississippi,10/03/2020,36,50.5,0,3.6,4,1.2,11.5,0,10.1,0.4,72.4,0,3,3.3,2.5,5.7,2.5,5.2,2.4,35,0,0,0,0,1,0,0,0,43647Mississippi
1/07/2019,Missouri,10/03/2020,68,42.6,0,3.3,6.2,2.8,15.3,0,11.3,0.4,59.2,0,4.1,5.4,3.7,10.2,3,7.7,3.1,49,0,0,0,0,17,0,2,0,43647Missouri
1/07/2019,North Dakota,10/03/2020,14,37.2,0,1.2,9.9,3.3,14.6,0,15.9,0.3,49.2,0,3.7,8.1,4.8,11.1,3.4,11.9,3.4,9,0,0,0,0,1,0,4,0,43647North Dakota
1/07/2019,Washington,10/03/2020,89,33.4,0,1.7,7.5,0.2,25,0,15.6,6.6,39.5,0,3.6,6.4,3.3,22.6,3.2,11.7,5.9,40,0,0,0,0,30,0,19,0,43647Washington
1/07/2019,Northern Marianas,14/03/2020,6,35.6,0,2.6,7.5,1.1,18.9,0,14,1.3,46.3,0,4.3,6.8,4,16.1,3.6,10.8,4,4,0,0,0,0,2,0,0,0,43647Northern Marianas
1/07/2019,Arizona,17/03/2020,67,37.3,0,1.2,9.3,3.3,21.6,0,16.3,1.3,45.9,0,3.6,7.4,4.2,17.6,3.1,11.3,3.4,33,0,0,0,0,19,0,15,0,43647Arizona
1/07/2019,Florida,17/03/2020,219,35.6,0,1,5.7,0.2,20.3,0,14.6,4.1,45.8,0,3.9,5.6,3.4,16.7,3.4,11.3,5.3,126,0,0,0,0,72,0,21,0,43647Florida
1/07/2019,Illinois,17/03/2020,155,41.7,0,1.9,7.8,0.9,14.4,0,13.9,1.1,57.3,0,3.5,6.3,3.4,9.9,2.9,9.7,3.4,130,0,0,0,0,15,0,10,0,43647Illinois
1/07/2019,Ohio,17/03/2020,136,39.3,0,0.6,11.6,4.2,24.2,0,15.3,1.6,47.8,0,2.8,7.5,4.3,18.8,2.7,9.7,3.4,66,0,0,4,0,41,0,26,0,43647Ohio
1/07/2019,Georgia,24/03/2020,105,41.4,0,3.9,5.5,2.4,16,0,12.6,0.4,55.4,0,4.4,5.1,3.9,11.8,3.2,8.8,3.6,72,0,0,0,0,28,0,5,0,43647Georgia
1/07/2019,Puerto Rico,29/03/2020,51,35.6,0,2.6,7.5,1.1,18.9,0,14,1.3,45,0,4.6,7.1,4.2,16.1,3.8,10.9,4.1,31,0,0,0,0,17,0,3,0,43647Puerto Rico
1/07/2019,Alaska,4/04/2020,15,34.9,0,0.9,9,0.7,14.2,0,16.6,0.4,44.2,0,4.2,8.1,4.3,11.6,4,13.6,4.4,9,0,0,0,0,1,0,5,0,43647Alaska
1/07/2019,Hawaii,4/04/2020,24,32.3,0,1,8.5,0.1,24.3,0,17.6,6,36.1,0,3.6,7.4,3.7,22.1,3.6,13.4,6.3,10,0,0,0,0,8,0,6,0,43647Hawaii
1/07/2019,Louisiana,4/04/2020,54,43.4,0,4.3,5.7,2.5,14.4,0,9.8,0.3,58.4,0,4.7,5.6,3.9,10,3.1,6.9,3.3,49,0,0,0,0,5,0,0,0,43647Louisiana
1/07/2019,Wyoming,4/04/2020,14,35,0,0.7,9.9,2.5,16.9,0,18.2,0.6,41.6,0,4,8,4.9,13.6,3.6,14.4,4.2,7,0,0,0,0,3,0,4,0,43647Wyoming
1/07/2019,Wisconsin,7/04/2020,84,30.7,0,1,7.3,3,26.5,0,17.3,0.8,33.2,0,3.8,7.1,4.9,25.4,3.8,13.9,3.9,35,0,0,0,0,30,0,20,0,43647Wisconsin
1/07/2019,Connecticut,28/04/2020,60,30,0,4,11.7,0.2,20.9,0,17.7,0.8,33,0,5.8,10.5,4.2,18.3,4.3,15.1,4.4,25,0,0,2,0,18,0,15,0,43647Connecticut
1/07/2019,Delaware,28/04/2020,21,43.8,0,4.7,13.1,0.2,22,0,16.9,1.2,50.9,0,4.1,7.9,2.9,14.7,2.9,9.9,3.4,11,0,0,1,0,5,0,4,0,43647Delaware
1/07/2019,Maryland,28/04/2020,96,31.7,0,6.4,11.4,0.2,20.4,0,18.2,2.6,34.7,0,6.7,9.6,3.9,16.9,3.8,14.7,5.1,42,0,0,3,0,27,0,24,0,43647Maryland
1/07/2019,New York,28/04/2020,274,35,0,2.9,13.5,0.2,24.7,0,22,2.6,34.9,0,3.6,9.2,3.1,18.1,3.1,14.8,3.7,109,0,0,19,0,77,0,69,0,43647New York
1/07/2019,Pennsylvania,28/04/2020,186,40.8,0,2.6,8.5,1.5,16.4,0,13.8,0.6,51.3,0,4.7,6.9,4.4,12.2,3.5,9.6,3.6,123,0,0,0,0,50,0,13,0,43647Pennsylvania
1/07/2019,Rhode Island,28/04/2020,26,32.3,0,7.4,8.7,0.2,22.4,0,15.3,3.4,35.9,0,7.2,7.7,4.1,20,3.8,11.7,5.3,12,0,0,0,0,8,0,6,0,43647Rhode Island
1/07/2019,Guam,2/05/2020,7,35.6,0,2.6,7.5,1.1,18.9,0,14,1.3,42.7,0,5.2,7.4,4.2,16.3,4,10.9,4.8,5,0,0,0,0,2,0,0,0,43647Guam
1/07/2019,Kansas,2/05/2020,39,39,0,0.9,8.7,2.4,14.9,0,16.4,0.2,47.8,0,3.8,7.6,4.9,11.6,3.7,11.9,3.7,25,0,0,0,0,3,0,11,0,43647Kansas
1/07/2019,Indiana,5/05/2020,82,41.4,0,0.7,23.3,4.7,20.3,0,13.7,0.5,46,0,3,16.6,4.1,12.8,2.7,8,3.2,38,0,0,21,0,18,0,5,0,43647Indiana
1/07/2019,Nebraska,12/05/2020,29,39.1,0,2.5,7.9,0,14.3,0,18.3,0.4,46.9,0,4.7,6.9,3.7,10.6,3.9,14.3,4,18,0,0,0,0,2,0,9,0,43647Nebraska
1/07/2019,West Virginia,12/05/2020,28,45,0,3.2,6.1,3.5,13.5,0,11.2,0.3,56.6,0,4.4,5.4,4.6,9,3.7,8,3.8,27,0,0,0,0,1,0,0,0,43647West Virginia
1/07/2019,Kentucky,19/05/2020,54,42.1,0,4.1,8.2,3,14.6,0,9.6,0.4,52.2,0,5,6.8,4.6,11.3,3.6,7.2,4,49,0,0,0,0,5,0,0,0,43647Kentucky
1/07/2019,Oregon,19/05/2020,61,32.7,0,1.6,7.9,0.5,24.5,0,16,6.2,34.7,0,4.3,7.4,4.2,21.3,4.2,12.5,6.7,27,0,0,0,0,20,0,13,0,43647Oregon
1/07/2019,District of Columbia,2/06/2020,20,34.2,0,9,8.8,1.1,17.5,0,13.6,2.7,38.2,0,8.1,8.5,4.9,14.3,4.5,11.4,5.6,13,0,0,0,0,6,0,1,0,43647District of Columbia
1/07/2019,Montana,2/06/2020,19,35,0,0.6,10.7,2,17.4,0,18.2,0.9,38.4,0,4.1,9.4,4.9,13.8,4.3,14.3,4.8,9,0,0,0,0,5,0,5,0,43647Montana
1/07/2019,New Jersey,2/06/2020,126,35,0,16.3,10.7,0,26.3,0,16.7,5.2,33.8,0,11,7.9,3.3,20.3,3.5,11.4,5.2,46,0,21,2,0,35,0,22,0,43647New Jersey
1/07/2019,New Mexico,2/06/2020,34,33.1,0,1.7,7.2,0.2,23.8,0,15.3,6.7,35,0,4.9,7.6,4.4,20.7,3.8,11.7,6.9,16,0,0,0,0,11,0,7,0,43647New Mexico
1/07/2019,South Dakota,2/06/2020,16,36.8,0,1.5,10,2.3,15.3,0,16.9,0.3,42.2,0,4.6,8.8,4.7,11.9,4.2,13,4.4,9,0,0,0,0,4,0,4,0,43647South Dakota
1/07/2019,Virgin Islands,6/06/2020,7,35.6,0,2.6,7.5,1.1,18.9,0,14,1.3,40.3,0,5.7,7.6,4.7,15.7,4.6,11.3,4.9,5,0,0,0,0,2,0,0,0,43647Virgin Islands
1/07/2019,US,1/07/2020,41,36.7,0,2.8,9,1.9,18.9,0,15.4,1.7,48.1,0,3.3,7.5,3.1,16.6,2.2,12.6,3.2,2185,0,21,77,14,1003,0,683,0,43647US
4/07/2019,Iowa,3/02/2020,41,29,0,2,12.8,3,17.4,0,18.5,1.1,35.6,0,3.8,11.3,4.7,16.6,3,17.6,3.6,17,0,0,2,0,10,0,11,0,43650Iowa
4/07/2019,New Hampshire,11/02/2020,24,32.6,0,2.1,10.5,1.8,18.7,0,16.5,1.5,42,0,3.9,8.3,3.9,16.9,3.1,14.6,3.5,12,0,0,0,0,7,0,6,0,43650New Hampshire
4/07/2019,Nevada,22/02/2020,36,33,0,1.3,7,1,17,0,20.1,2.8,41.7,0,3.6,6,3.8,14.9,3.3,18.2,4.3,17,0,0,0,0,9,0,10,0,43650Nevada
4/07/2019,South Carolina,29/02/2020,54,43.6,0,3.1,4.6,0.6,14.3,0,13.7,1.1,61.2,0,3.3,3.9,2.9,9.7,2.4,9.5,2.8,46,0,0,0,0,5,0,3,0,43650South Carolina
4/07/2019,Alabama,3/03/2020,52,45.2,0,4.4,4.8,2.1,12.8,0,11.4,0.7,64,0,3.9,3.8,3.2,8.7,2.9,7.4,2.6,49,0,0,0,0,2,0,1,0,43650Alabama
4/07/2019,American Samoa,3/03/2020,6,36.1,0,2,6.5,1.3,20.1,0,14.9,1.2,46.8,0,3.8,5.9,3.7,17.7,2.9,11.4,3.5,4,0,0,0,0,2,0,0,0,43650American Samoa
4/07/2019,Arkansas,3/03/2020,31,40.4,0,4.9,7.4,3.4,15.1,0,9.3,0.6,56,0,4.3,5.7,4.2,11.8,3.1,7.1,3.1,23,0,0,0,0,8,0,0,0,43650Arkansas
4/07/2019,California,3/03/2020,416,27.7,0,0.8,9.9,0.5,21.2,0,20.6,2.2,31,0,3.8,8.5,3.7,20.7,3.4,20.1,4.2,166,0,0,0,0,127,0,123,0,43650California
4/07/2019,Colorado,3/03/2020,67,29.8,0,0.6,6.4,2.1,22.6,0,16.1,5.4,34.9,0,3.6,6.3,4.3,23.3,3.2,14,5.9,29,0,0,0,0,22,0,16,0,43650Colorado
4/07/2019,Democrats Abroad,3/03/2020,13,36.1,0,2,6.5,1.3,20.1,0,14.9,1.2,46.3,0,3.7,5.8,3.6,17.8,3.1,12.1,3.5,8,0,0,0,0,4,0,1,0,43650Democrats Abroad
4/07/2019,Maine,3/03/2020,24,26.8,0,2.4,8.7,1,20.3,0,18.5,3.9,30.9,0,4.7,8.4,4.2,20.2,3.6,17.9,5.2,10,0,0,0,0,7,0,7,0,43650Maine
4/07/2019,Massachusetts,3/03/2020,91,28.7,0,1.8,12.8,0.4,16.4,0,22.4,1.5,33.1,0,3.7,10.9,3.5,15.1,3.7,22.4,3.8,37,0,0,4,0,21,0,29,0,43650Massachusetts
4/07/2019,Minnesota,3/03/2020,75,24.6,0,0.6,9.2,13.2,18.1,0,17.4,1.1,27.5,0,3.7,8.7,13,18.2,3.8,17,4,29,0,0,0,5,21,0,20,0,43650Minnesota
4/07/2019,North Carolina,3/03/2020,110,35.2,0,1,6.6,1.5,19.9,0,15.8,0.9,44.6,0,3.5,6,3.5,17.6,3.4,13,3.6,55,0,0,0,0,31,0,25,0,43650North Carolina
4/07/2019,Oklahoma,3/03/2020,37,41.6,0,4.5,4.1,2.8,14.7,2.8,9.2,0.6,58.6,0,4.4,3.9,4,10.8,4,7,2.8,34,0,0,0,0,3,0,0,0,43650Oklahoma
4/07/2019,Tennessee,3/03/2020,64,41.4,0,3.7,7,2.8,14.9,0,10.7,0.5,57.2,0,4,5.5,4.1,11.4,3,8,2.7,57,0,0,0,0,6,0,1,0,43650Tennessee
4/07/2019,Texas,3/03/2020,228,33,0,1,7.4,1.1,18.5,0,17.8,2,40.9,0,3.7,6.7,3.9,16.7,3.1,15.9,3.9,109,0,0,0,0,61,0,59,0,43650Texas
4/07/2019,Utah,3/03/2020,29,33.7,0,0.6,7.9,2.3,17.8,0,16.1,1.2,42.9,0,3.4,6.8,4.4,16.2,3.2,13.8,3.6,14,0,0,0,0,8,0,7,0,43650Utah
4/07/2019,Vermont,3/03/2020,16,24,0,1.3,8.3,1.4,31.2,0,15.6,2.5,23.7,0,3.5,7.3,3.8,37.6,3.1,13,4.3,5,0,0,0,0,7,0,4,0,43650Vermont
4/07/2019,Virginia,3/03/2020,99,36.2,0,2.3,9,1.5,17,0,15.3,1,47.3,0,3.6,7.4,4,14.4,3.2,12.6,3.4,52,0,0,0,0,25,0,22,0,43650Virginia
4/07/2019,Idaho,10/03/2020,20,37,0,0.1,7.9,4.3,14.4,0,16.5,0,48,0,3.2,6.6,5,11.5,3.3,13.9,3.3,12,0,0,0,0,2,0,6,0,43650Idaho
4/07/2019,Michigan,10/03/2020,125,37.1,0,0.7,7.1,3.1,20.5,0,15.2,1,47.3,0,3.1,5.9,4.3,18.1,3,11.6,3.4,64,0,0,0,0,35,0,26,0,43650Michigan
4/07/2019,Mississippi,10/03/2020,36,49.3,0,3.5,3.6,1.3,12.6,0,10.7,0.6,70,0,3.2,3.2,2.5,7.3,2.2,6.2,2.2,35,0,0,0,0,1,0,0,0,43650Mississippi
4/07/2019,Missouri,10/03/2020,68,41.9,0,2.8,5.5,2.7,16.1,0,11.9,0.6,57.2,0,3.6,4.7,3.9,12.1,3.1,8.3,2.9,48,0,0,0,0,18,0,2,0,43650Missouri
4/07/2019,North Dakota,10/03/2020,14,35.6,0,1.3,8.7,3.4,14.7,0,15.9,0.5,46.5,0,3.8,7.7,4.9,12.1,3.3,13.3,3.3,9,0,0,0,0,1,0,4,0,43650North Dakota
4/07/2019,Washington,10/03/2020,89,30.5,0,1,6.6,0.2,24.1,0,15.2,6,35.3,0,3.5,6.4,3.5,24.9,3.4,13,6,39,0,0,0,0,31,0,19,0,43650Washington
4/07/2019,Northern Marianas,14/03/2020,6,36.1,0,2,6.5,1.3,20.1,0,14.9,1.2,46.1,0,3.5,6,3.9,17.4,3.2,12,3.6,4,0,0,0,0,2,0,0,0,43650Northern Marianas
4/07/2019,Arizona,17/03/2020,67,34.6,0,1,8,3.2,20.8,0,15.8,1.2,42.2,0,3.6,6.8,4.7,19,3.4,13.1,3.7,33,0,0,0,0,20,0,15,0,43650Arizona
4/07/2019,Florida,17/03/2020,219,34.8,0,0.6,5,0.3,20.8,0,15.2,3.9,42.6,0,3.3,5.4,3.7,19.3,3.5,12.5,4.7,108,0,0,0,0,64,0,47,0,43650Florida
4/07/2019,Illinois,17/03/2020,155,40.7,0,1.5,7.1,0.9,15.1,0,14.4,1.2,54.2,0,3.4,5.7,3.5,11.6,2.7,11,3.1,102,0,0,0,0,38,0,15,0,43650Illinois
4/07/2019,Ohio,17/03/2020,136,34.3,0,0.5,9.1,3.6,21.8,0,14,1.5,42,0,3.3,7.7,5,20.2,3.2,11.2,3.8,78,0,0,0,0,49,0,9,0,43650Ohio
4/07/2019,Georgia,24/03/2020,105,40.4,0,3.1,4.8,2.3,16.9,0,13.8,0.6,52.6,0,3.9,4.7,4.4,13.5,3.2,10.5,3,69,0,0,0,0,29,0,7,0,43650Georgia
4/07/2019,Puerto Rico,29/03/2020,51,36.1,0,2,6.5,1.3,20.1,0,14.9,1.2,44.7,0,4,6.2,3.8,17.8,3.3,12,3.9,30,0,0,0,0,16,0,5,0,43650Puerto Rico
4/07/2019,Alaska,4/04/2020,15,35.2,0,0.6,8.2,0.9,15.6,0,17.3,0.5,43.3,0,3.5,7.3,4.4,13.4,3.6,14.7,3.5,8,0,0,0,0,3,0,4,0,43650Alaska
4/07/2019,Hawaii,4/04/2020,24,29.8,0,0.5,7.5,0.2,23.5,0,17.3,5.3,32.8,0,3.8,7.3,3.9,23.2,3.5,15.3,6.2,10,0,0,0,0,8,0,6,0,43650Hawaii
4/07/2019,Louisiana,4/04/2020,54,43.3,0,4,5.1,2.4,14.9,0,10.4,0.4,57.2,0,4,5,4.2,11.3,2.8,7.6,3.1,48,0,0,0,0,5,0,1,0,43650Louisiana
4/07/2019,Wyoming,4/04/2020,14,32.5,0,0.7,8.4,2.5,17,0,18,0.7,38.4,0,3.9,7.7,5,14.9,3.7,16.4,3.9,7,0,0,0,0,4,0,4,0,43650Wyoming
4/07/2019,Wisconsin,7/04/2020,84,29.3,0,0.6,6.8,3.1,26.3,0,17.6,0.9,30.8,0,3.8,6.5,5.2,26.6,3.8,15.2,4.1,34,0,0,0,0,30,0,20,0,43650Wisconsin
4/07/2019,Connecticut,28/04/2020,60,29.4,0,3.1,10.6,0.2,21.4,0,17.9,1,31.7,0,4.8,9.6,4.3,20,4.2,16,4.1,25,0,0,1,0,18,0,15,0,43650Connecticut
4/07/2019,Delaware,28/04/2020,21,35.2,0,3.1,9.8,0.3,19.2,0,14.4,1.1,41.1,0,4.6,8.1,4.4,16.8,4,12,4.1,12,0,0,0,0,7,0,2,0,43650Delaware
4/07/2019,Maryland,28/04/2020,96,29.5,0,4.9,10,0.2,19.8,0,18,2.3,31.8,0,5.7,9.1,4.2,18.6,4,17,5,42,0,0,0,0,28,0,26,0,43650Maryland
4/07/2019,New York,28/04/2020,274,25.9,0,1.6,9.3,0.1,18.7,0,16.9,1.8,27.3,0,4.8,9.3,4.6,18.1,4.6,15.8,5.3,115,0,0,0,0,83,0,75,0,43650New York
4/07/2019,Pennsylvania,28/04/2020,186,40.2,0,2.1,8.2,1.6,17.3,0,14.6,0.7,48.6,0,4,7,4.6,13.6,3.5,11.3,3.7,117,0,0,0,0,51,0,18,0,43650Pennsylvania
4/07/2019,Rhode Island,28/04/2020,26,29.9,0,5.8,7.6,0.2,21.7,0,15,3.2,33.3,0,6.2,7.7,4.2,20.7,4.4,13.1,5.4,14,0,0,0,0,10,0,2,0,43650Rhode Island
4/07/2019,Guam,2/05/2020,7,36.1,0,2,6.5,1.3,20.1,0,14.9,1.2,41.9,0,4.4,6.7,4.5,17.2,3.7,12.8,3.9,4,0,0,0,0,3,0,0,0,43650Guam
4/07/2019,Kansas,2/05/2020,39,37.7,0,0.6,7.5,2.3,15.6,0,15.9,0.3,45,0,4,6.9,4.9,12.8,3.7,13.1,3.8,21,0,0,0,0,9,0,9,0,43650Kansas
4/07/2019,Indiana,5/05/2020,82,32.9,0,0.6,16.7,3.6,16.8,0,11.9,0.5,37.6,0,3.7,14.8,6,15,4.1,10.3,3.9,40,0,0,20,0,20,0,2,0,43650Indiana
4/07/2019,Nebraska,12/05/2020,29,38.9,0,2.8,6.9,0,14.2,0,17.7,0.6,46.3,0,4.5,6.8,3.9,11.4,3.7,14.4,3.8,19,0,0,0,0,2,0,8,0,43650Nebraska
4/07/2019,West Virginia,12/05/2020,28,44.7,0,2.8,5,3.4,13.4,0,11.4,0.4,56.2,0,4.4,4.8,4.6,9.9,3.3,8.6,3.5,27,0,0,0,0,1,0,0,0,43650West Virginia
4/07/2019,Kentucky,19/05/2020,54,40.2,0,4.7,7.7,3.8,14.7,0,9.6,0.5,48.2,0,5.5,7.2,5.7,11.9,3.8,8.4,3.9,49,0,0,0,0,5,0,0,0,43650Kentucky
4/07/2019,Oregon,19/05/2020,61,30.2,0,1.1,7,0.6,23.3,0,16.2,5.7,31.8,0,4.5,7,4.5,22.2,4.2,14.4,6.6,26,0,0,0,0,20,0,14,0,43650Oregon
4/07/2019,District of Columbia,2/06/2020,20,32.6,0,7.4,7.8,1.4,18.1,0,14.3,2.6,36,0,7.2,8.1,5.2,16.5,3.9,12.8,5.3,12,0,0,0,0,6,0,2,0,43650District of Columbia
4/07/2019,Montana,2/06/2020,19,32,0,0.8,9.2,2,17.1,0,17.3,1.2,34.4,0,4.7,8.7,5.4,15.6,4.2,15.3,4.8,9,0,0,0,0,5,0,5,0,43650Montana
4/07/2019,New Jersey,2/06/2020,126,26.9,0,10.9,7.6,0,21,0,13.3,3.9,27.6,0,10.2,8.3,4.6,20.6,4.7,12.4,6.2,65,0,2,0,0,51,0,8,0,43650New Jersey
4/07/2019,New Mexico,2/06/2020,34,31.1,0,1.1,6.3,0.2,23.1,0,15.4,5.9,32.4,0,4.6,6.8,4.6,22.1,4.2,13.5,6.5,15,0,0,0,0,11,0,8,0,43650New Mexico
4/07/2019,South Dakota,2/06/2020,16,34.7,0,1.7,8.5,2.8,14.7,0,16.4,0.5,38.9,0,4.9,8.5,5.5,12.5,4.6,14,4.5,10,0,0,0,0,1,0,5,0,43650South Dakota
4/07/2019,Virgin Islands,6/06/2020,7,36.1,0,2,6.5,1.3,20.1,0,14.9,1.2,40,0,4.7,6.6,4.9,17.1,4,12.6,4.9,4,0,0,0,0,3,0,0,0,43650Virgin Islands
4/07/2019,US,1/07/2020,41,34.8,0,2.3,7.7,1.9,18.5,0,15.3,1.7,44.3,0,3.2,6.9,3.5,18.5,2.4,14.4,3.1,2137,0,2,27,5,1076,0,734,0,43650US
7/07/2019,Iowa,3/02/2020,41,27.1,0,1.7,13,2.8,16.5,0,17.5,1,34.5,0,4.2,12,5,15.8,3.4,16.9,4.1,17,0,0,2,0,11,0,11,0,43653Iowa
7/07/2019,New Hampshire,11/02/2020,24,29.5,0,2.2,10.4,1.7,18.1,0,16.3,1.5,38.6,0,4.6,9.4,4,17.1,3.3,14.8,4.1,11,0,0,0,0,7,0,6,0,43653New Hampshire
7/07/2019,Nevada,22/02/2020,36,31.5,0,1.2,6.7,1,16.3,0,19.1,2.7,40.8,0,4.2,6.6,3.8,14.2,3.5,17.6,4.7,17,0,0,0,0,9,0,10,0,43653Nevada
7/07/2019,South Carolina,29/02/2020,54,40.7,0,3.3,4.2,0.6,14.3,0,13.3,0.9,58.1,0,4.3,4.4,3.1,10,2.9,9.9,3.2,46,0,0,0,0,5,0,3,0,43653South Carolina
7/07/2019,Alabama,3/03/2020,52,43,0,4.3,4.5,2,12.4,0,10.9,0.6,62,0,4.4,4.3,3.4,8.4,3.1,7.4,3.2,49,0,0,0,0,2,0,1,0,43653Alabama
7/07/2019,American Samoa,3/03/2020,6,34.5,0,1.9,6.2,1.3,19.2,0,14.2,1.2,45.7,0,4.4,6,3.8,17,3.3,11.8,3.7,4,0,0,0,0,2,0,0,0,43653American Samoa
7/07/2019,Arkansas,3/03/2020,31,38.4,0,4.7,7,3.2,14.3,0,8.8,0.5,54.4,0,5.2,6.7,4.3,10.8,3.1,7.4,3.5,28,0,0,0,0,3,0,0,0,43653Arkansas
7/07/2019,California,3/03/2020,416,26.4,0,0.8,9.4,0.5,20.2,0,19.5,2.1,31.2,0,4.6,8.9,3.9,19.4,3.4,19,4.9,166,0,0,0,0,127,0,123,0,43653California
7/07/2019,Colorado,3/03/2020,67,28.3,0,0.6,6.1,2,21.5,0,15.3,5.2,34.8,0,4,6.9,4.3,21.2,3.9,14.3,6.2,29,0,0,0,0,22,0,16,0,43653Colorado
7/07/2019,Democrats Abroad,3/03/2020,13,34.5,0,1.9,6.2,1.3,19.2,0,14.2,1.2,46.3,0,4.2,5.9,3.6,16.6,3.1,12,4.1,8,0,0,0,0,4,0,1,0,43653Democrats Abroad
7/07/2019,Maine,3/03/2020,24,25.4,0,2.3,8.5,0.9,19.3,0,17.6,3.6,30.8,0,5,8.7,4.2,19.2,3.9,17.4,5.8,10,0,0,0,0,7,0,7,0,43653Maine
7/07/2019,Massachusetts,3/03/2020,91,27.2,0,1.7,12.1,0.4,15.7,0,21.2,1.4,32.7,0,4.7,10.9,3.9,14.2,3.8,21.6,4.3,37,0,0,4,0,21,0,29,0,43653Massachusetts
7/07/2019,Minnesota,3/03/2020,75,23.2,0,0.6,8.9,12.5,17,0,16.4,1.1,26.9,0,4.6,9.3,12.1,17,4.1,16.3,5,30,0,0,0,3,22,0,21,0,43653Minnesota
7/07/2019,North Carolina,3/03/2020,110,33.6,0,0.9,6.4,1.4,18.9,0,15,0.9,44.1,0,4.2,6.2,4.1,17.1,3.4,12.6,3.8,63,0,0,0,0,36,0,11,0,43653North Carolina
7/07/2019,Oklahoma,3/03/2020,37,39.5,0,4.2,3.9,2.6,14,2.6,8.7,0.5,56.6,0,5,4.6,4,10.5,4.1,6.9,3.6,35,0,0,0,0,2,0,0,0,43653Oklahoma
7/07/2019,Tennessee,3/03/2020,64,39.4,0,3.6,6.6,2.7,14.3,0,10.2,0.4,55.6,0,4.5,6.1,3.9,10.7,3.1,8,3.4,57,0,0,0,0,6,0,1,0,43653Tennessee
7/07/2019,Texas,3/03/2020,228,31.5,0,1,7.1,1.1,17.6,0,16.9,1.9,40.5,0,3.7,7.1,4.1,15.9,3.5,15.8,4.3,109,0,0,0,0,61,0,58,0,43653Texas
7/07/2019,Utah,3/03/2020,29,31.9,0,0.7,7.6,2.2,17,0,15.4,1.2,42.1,0,3.8,7.2,4.2,15.5,3.6,13.9,4.2,14,0,0,0,0,8,0,7,0,43653Utah
7/07/2019,Vermont,3/03/2020,16,22.6,0,1.3,7.9,1.3,29.5,0,14.7,2.3,23.3,0,4.1,7.7,4.2,35.3,3.6,13,4.8,7,0,0,0,0,8,0,1,0,43653Vermont
7/07/2019,Virginia,3/03/2020,99,34.5,0,2.2,8.5,1.4,16.2,0,14.5,0.9,46.5,0,4.4,7.5,3.8,13.5,3.9,12.1,4.1,61,0,0,0,0,29,0,9,0,43653Virginia
7/07/2019,Idaho,10/03/2020,20,35.2,0,0.1,7.5,4.1,13.7,0,15.7,0,47,0,4,7,5,11.3,3.5,13.2,3.5,13,0,0,0,0,1,0,6,0,43653Idaho
7/07/2019,Michigan,10/03/2020,125,34.8,0,0.6,6.8,2.9,19.3,0,14.3,0.9,45.3,0,3.7,6.6,4.6,16.9,3.4,11.9,3.9,73,0,0,0,0,40,0,12,0,43653Michigan
7/07/2019,Mississippi,10/03/2020,36,46.8,0,3.5,3.5,1.2,12.1,0,10.2,0.5,67.6,0,3.5,3.7,2.7,7.5,2.4,6.3,2.8,35,0,0,0,0,1,0,0,0,43653Mississippi
7/07/2019,Missouri,10/03/2020,68,39.8,0,2.7,5.3,2.6,15.4,0,11.4,0.5,55.3,0,4.3,5.4,3.9,11.7,3.2,8.8,3.3,48,0,0,0,0,18,0,2,0,43653Missouri
