forecastdate,state,primarydate,total,bidenvote,bloombergvote,bookervote,buttigiegvote,klobucharvote,sandersvote,steyervote,warrenvote,yangvote,bidenwin,bloombergwin,bookerwin,buttigiegwin,klobucharwin,sanderswin,steyerwin,warrenwin,yangwin,bidendel,bloombergdel,bookerdel,buttigiegdel,klobuchardel,sandersdel,steyerdel,warrendel,yangdel,timestate
7/06/2019,Democrats Abroad,3/03/2020,13,38.4,0,2.5,7.3,1.9,19.8,0,10.1,1,49.7,0,4.1,6.5,3.9,16.4,3.4,8.1,4,9,0,0,0,0,4,0,0,0,43623Democrats Abroad
7/06/2019,Maine,3/03/2020,24,32,0,2.3,10.4,0.5,22.7,0,10.7,2,37.9,0,4.5,9.1,4.3,22.3,3.5,9.4,4.5,14,0,0,0,0,10,0,0,0,43623Maine
7/06/2019,Massachusetts,3/03/2020,91,31.8,0,2.7,13.6,1.6,22.7,0,18.7,1.2,34.9,0,4.5,10.4,4,20.5,3.2,15.2,3.6,37,0,0,6,0,26,0,22,0,43623Massachusetts
7/06/2019,Minnesota,3/03/2020,75,46.4,0,0.6,13.5,18.6,23.9,0,12.7,0.3,54.6,0,2.1,6.6,10,14.3,1.9,6.1,2,35,0,0,5,14,18,0,3,0,43623Minnesota
7/06/2019,North Carolina,3/03/2020,110,38.1,0,1,7.4,1.5,19.9,0,12.9,0.9,48.2,0,3.4,6.6,3.5,17.2,3.2,10.1,3.7,69,0,0,0,0,36,0,5,0,43623North Carolina
7/06/2019,Oklahoma,3/03/2020,37,46.5,0,4.7,4.8,2.8,16,1.2,5.3,0.4,63.8,0,4,4.2,3.5,10.5,2.9,4.4,2.9,28,0,0,0,0,9,0,0,0,43623Oklahoma
7/06/2019,Tennessee,3/03/2020,64,45.8,0,3.4,7.3,3.7,14.9,0,6.7,0.3,62.4,0,3.6,5.1,4.4,10.2,2.5,5,3.1,58,0,0,0,0,6,0,0,0,43623Tennessee
7/06/2019,Texas,3/03/2020,228,38.7,0,1.3,7.4,1.3,18.1,0,12.7,2.2,50,0,4,6.5,3.6,14.5,3.2,10.1,4.3,148,0,0,0,0,69,0,11,0,43623Texas
7/06/2019,Utah,3/03/2020,29,39.7,0,0.7,8.9,3,17.6,0,12.5,0.9,50.8,0,3.4,7.2,4.2,13.8,3.1,9.7,3.7,19,0,0,0,0,9,0,1,0,43623Utah
7/06/2019,Vermont,3/03/2020,16,40.1,0,2.4,13.4,0.8,49,0,16.1,3.2,31.1,0,1.6,4.6,1.4,50.1,1.4,6.1,2,6,0,0,1,0,7,0,2,0,43623Vermont
7/06/2019,Virginia,3/03/2020,99,39.5,0,2.4,10.1,1,16.6,0,11.6,0.8,51.4,0,3.8,8,3.6,13.4,3,8.9,3.9,67,0,0,1,0,28,0,3,0,43623Virginia
7/06/2019,Idaho,10/03/2020,20,40.7,0,0.6,9,5,14.6,0,12.1,0,52.9,0,3.3,7.1,5,11.5,3,9.4,3.3,17,0,0,0,0,2,0,1,0,43623Idaho
7/06/2019,Michigan,10/03/2020,125,42.4,0,1.1,7.5,2.9,20.3,0,11.1,0.9,54.2,0,3.3,6.1,3.9,15.3,2.8,8,3.1,82,0,0,0,0,39,0,4,0,43623Michigan
7/06/2019,Mississippi,10/03/2020,36,46,0,5.4,5.6,2.4,15.7,0,6,0.3,61.9,0,4.6,4.8,3.7,10.8,2.6,5,2.9,27,0,0,0,0,9,0,0,0,43623Mississippi
7/06/2019,Missouri,10/03/2020,68,45,0,3.2,6.5,3.5,16.3,0,7.7,0.5,59.8,0,3.8,5.5,4.2,11.5,2.8,5.8,2.9,50,0,0,0,0,18,0,0,0,43623Missouri
7/06/2019,North Dakota,10/03/2020,14,40.5,0,1.1,9.9,3.9,15.2,0,12,0.3,52.3,0,3.7,7.8,4.7,11.4,2.9,9.2,3.5,10,0,0,0,0,4,0,0,0,43623North Dakota
7/06/2019,Washington,10/03/2020,89,35.9,0,1.5,7.4,0.6,26.6,0,11.2,6.4,41.4,0,3.6,6.3,3.5,24.5,2.9,8.7,5.6,49,0,0,0,0,37,0,3,0,43623Washington
7/06/2019,Northern Marianas,14/03/2020,6,38.4,0,2.5,7.3,1.9,19.8,0,10.1,1,48.3,0,4.3,6.9,4.4,16.9,3.3,8.1,3.9,4,0,0,0,0,2,0,0,0,43623Northern Marianas
7/06/2019,Arizona,17/03/2020,67,39.9,0,1.4,8.5,3.2,21.5,0,12.8,1.6,48.8,0,3.6,6.7,4,17.4,3.1,9.6,3.6,42,0,0,0,0,22,0,3,0,43623Arizona
7/06/2019,Florida,17/03/2020,219,40,0,0.9,5.4,0.2,20,0,11.1,3.3,50.3,0,3.5,5.4,3.5,16.4,3.1,8.6,4.9,141,0,0,0,0,71,0,7,0,43623Florida
7/06/2019,Illinois,17/03/2020,155,48.9,0,1,5.5,0.9,15.1,0,8.9,0.7,65.7,0,3,4.4,3,9.6,2.4,5.6,3.2,118,0,0,0,0,37,0,0,0,43623Illinois
7/06/2019,Ohio,17/03/2020,136,42.8,0,0.5,11.2,4.7,24.9,0,11.1,1.3,51,0,3,7.2,4.2,19.1,2.5,7.2,3,81,0,0,4,0,47,0,4,0,43623Ohio
7/06/2019,Georgia,24/03/2020,105,44.7,0,3.7,5.3,3,16.8,0,8.6,0.4,57.9,0,4.4,5.1,4,11.9,3,6.6,3.3,76,0,0,0,0,29,0,0,0,43623Georgia
7/06/2019,Puerto Rico,29/03/2020,51,38.4,0,2.5,7.3,1.9,19.8,0,10.1,1,47.2,0,4.6,7.2,4.5,16.6,3.6,8.1,4.1,33,0,0,0,0,17,0,1,0,43623Puerto Rico
7/06/2019,Alaska,4/04/2020,15,38.1,0,0.8,8.8,1.3,14.7,0,12.9,0.4,46.6,0,4.1,7.8,4.7,12.6,3.8,10.5,4,14,0,0,0,0,1,0,0,0,43623Alaska
7/06/2019,Hawaii,4/04/2020,24,35.4,0,0.8,8.4,0.4,25.7,0,12.7,5.7,39.1,0,3.6,6.9,3.7,23.5,3.5,10.1,5.6,13,0,0,0,0,10,0,1,0,43623Hawaii
7/06/2019,Louisiana,4/04/2020,54,45.7,0,4.4,6.2,3,15.4,0,6.1,0.3,59.2,0,4.4,5.4,4,10.9,3.1,5.1,3.5,40,0,0,0,0,14,0,0,0,43623Louisiana
7/06/2019,Wyoming,4/04/2020,14,38.6,0,0.6,9.9,3.2,17.6,0,14.1,0.2,45.7,0,3.6,8.3,4.9,13.6,3.6,11.2,3.5,9,0,0,0,0,4,0,1,0,43623Wyoming
7/06/2019,Wisconsin,7/04/2020,84,34.1,0,1.1,6.9,3.2,26,0,14,0.6,37.7,0,4.1,6.5,4.8,24.6,3.3,11.4,3.7,45,0,0,0,0,34,0,5,0,43623Wisconsin
7/06/2019,Connecticut,28/04/2020,60,32.4,0,3.8,11.4,0.3,22.1,0,13.6,0.7,34,0,5.8,10.5,4.5,20.2,4.3,11.6,4.3,32,0,0,2,0,22,0,4,0,43623Connecticut
7/06/2019,Delaware,28/04/2020,21,46.7,0,4.6,12.9,0.3,22.6,0,12.7,0.9,52.9,0,4.1,7.6,2.9,15.4,2.6,7.8,3.2,13,0,0,1,0,6,0,1,0,43623Delaware
7/06/2019,Maryland,28/04/2020,96,34.7,0,6.2,11.2,0.3,21.9,0,13.3,2.4,37.5,0,6.3,9.7,4,18.9,3.9,10.7,4.8,53,0,0,3,0,34,0,6,0,43623Maryland
7/06/2019,New York,28/04/2020,274,38.3,0,2.7,13.3,0.3,26.4,0,16.5,2.3,38.1,0,3.6,8.4,3.2,20.6,2.8,10.8,3.8,120,0,0,19,0,83,0,52,0,43623New York
7/06/2019,Pennsylvania,28/04/2020,186,44.7,0,2.7,8.2,1.6,16,0,10.1,0.4,54.9,0,4.3,6.8,3.8,11.7,3.3,7.7,3.5,135,0,0,0,0,48,0,3,0,43623Pennsylvania
7/06/2019,Rhode Island,28/04/2020,26,34.7,0,7.2,8.5,0.3,23.7,0,11.1,3.2,37.6,0,6.8,7.6,4.3,21.3,3.9,9.4,4.7,15,0,0,0,0,11,0,0,0,43623Rhode Island
7/06/2019,Guam,2/05/2020,7,38.4,0,2.5,7.3,1.9,19.8,0,10.1,1,44.7,0,4.8,7.1,4.8,16.9,3.6,8.8,4.5,5,0,0,0,0,2,0,0,0,43623Guam
7/06/2019,Kansas,2/05/2020,39,41,0,0.8,9.1,3.1,16.2,0,12.8,0.2,48.2,0,3.9,7.8,5,13.1,3.7,9.5,3.8,27,0,0,0,0,11,0,1,0,43623Kansas
7/06/2019,Indiana,5/05/2020,82,44.7,0,0.6,23,4.8,20.7,0,9.1,0.4,48,0,3.2,15.8,4.4,13.3,2.8,6.1,3.2,41,0,0,21,0,19,0,0,0,43623Indiana
7/06/2019,Nebraska,12/05/2020,29,42,0,2.4,7.7,0.4,14.9,0,14.5,0.4,49.1,0,4.7,7,3.9,11.4,3.8,11.2,4.2,25,0,0,0,0,2,0,2,0,43623Nebraska
7/06/2019,West Virginia,12/05/2020,28,46.8,0,4,6.6,4.1,14.5,0,7.2,0.4,56.2,0,5.1,5.8,5.1,10.5,3.3,6.1,3.6,26,0,0,0,0,2,0,0,0,43623West Virginia
7/06/2019,Kentucky,19/05/2020,54,45.2,0,4,8,3.7,15.2,0,5.8,0.4,53.6,0,5.3,6.9,4.7,11.2,3.5,5.7,4,40,0,0,0,0,14,0,0,0,43623Kentucky
7/06/2019,Oregon,19/05/2020,61,37,0,1.4,8.1,0.5,24.8,0,10.7,5.4,39.6,0,4.4,7.3,3.8,21.9,3.9,8.7,6.2,36,0,0,0,0,24,0,1,0,43623Oregon
7/06/2019,District of Columbia,2/06/2020,20,37.7,0,8.8,8.6,0.5,18.4,0,9.1,2.3,41.1,0,8.4,8.3,4.8,15.3,4.2,7.9,5.2,13,0,0,0,0,7,0,0,0,43623District of Columbia
7/06/2019,Montana,2/06/2020,19,38.6,0,0.4,11,2.7,18.2,0,13.8,0.6,41.5,0,4.2,9.2,5,14.2,4.2,11.1,4.5,12,0,0,0,0,6,0,1,0,43623Montana
7/06/2019,New Jersey,2/06/2020,126,38.2,0,16,10.5,0,26.9,0,12.3,4.9,37.2,0,10.7,7.5,3.5,20.8,3.5,8.1,5.1,56,0,23,2,0,39,0,6,0,43623New Jersey
7/06/2019,New Mexico,2/06/2020,34,36.1,0,1.5,7.2,0.2,24.9,0,10.5,6.4,37.7,0,4.8,7.1,4.2,21.7,4.2,9.1,6.7,20,0,0,0,0,14,0,0,0,43623New Mexico
7/06/2019,South Dakota,2/06/2020,16,39.9,0,1.5,10,3,15.9,0,13.1,0.3,44.5,0,4.8,8.1,5.3,12.4,4.1,10.7,3.9,11,0,0,0,0,4,0,1,0,43623South Dakota
7/06/2019,Virgin Islands,6/06/2020,7,38.4,0,2.5,7.3,1.9,19.8,0,10.1,1,41.8,0,5.2,7.7,5,16.9,4.5,9.3,4.9,5,0,0,0,0,2,0,0,0,43623Virgin Islands
7/06/2019,US,1/07/2020,41,40.2,0,2.7,8.9,2.2,20,0,11.1,1.6,52.5,0,3,7,2.9,17.4,2,8.7,3.1,2488,0,23,81,14,1193,0,180,0,43623US
10/06/2019,Iowa,3/02/2020,41,34.1,0,1.9,16.8,3.2,20.3,0,15.1,1.2,41.1,0,3.3,12.6,3.8,17.6,3,12,3.5,16,0,0,8,0,10,0,7,0,43626Iowa
10/06/2019,New Hampshire,11/02/2020,24,38,0,2.4,11.1,1.8,17.3,0,10.7,1.3,51.7,0,3.9,7.7,3.4,14.4,3.2,8.5,3.9,16,0,0,0,0,8,0,0,0,43626New Hampshire
10/06/2019,Nevada,22/02/2020,36,34.8,0,0.8,8.8,1,22.4,0,11.7,3.6,42.9,0,3.6,7.2,3.4,21.4,3.5,9.5,4.7,21,0,0,0,0,14,0,1,0,43626Nevada
10/06/2019,South Carolina,29/02/2020,54,51.8,0,3.1,4.5,0.7,13.1,0,10.4,0.9,73.1,0,2.7,3,2,6.9,2.2,5.3,2.2,50,0,0,0,0,3,0,1,0,43626South Carolina
10/06/2019,Alabama,3/03/2020,52,48.4,0,5.4,5.8,2.5,13.3,0,7.5,0.7,67.7,0,4,3.9,3.1,8.4,2.5,4.8,2.7,49,0,0,0,0,3,0,0,0,43626Alabama
10/06/2019,American Samoa,3/03/2020,6,38.3,0,2.5,7.3,2,19.8,0,10.2,1,49.4,0,4.2,6.2,3.9,17,3.3,8.6,3.9,4,0,0,0,0,2,0,0,0,43626American Samoa
10/06/2019,Arkansas,3/03/2020,31,44.7,0,4.1,7.6,3.4,15.5,0,5.5,0.4,61.2,0,3.9,5.5,3.8,11.1,2.9,4.9,3,23,0,0,0,0,8,0,0,0,43626Arkansas
10/06/2019,California,3/03/2020,416,35.3,0,1,10.5,0.6,22.3,0,11.6,1.9,43.3,0,3.6,8.2,3.4,20.6,3.4,9.5,4.2,241,0,0,8,0,153,0,14,0,43626California
10/06/2019,Colorado,3/03/2020,67,35.7,0,0.5,7.4,0.3,24.6,0,11.2,5.8,43.2,0,3.3,6.4,3,23.5,3.1,8.4,5.7,38,0,0,0,0,27,0,2,0,43626Colorado
10/06/2019,Democrats Abroad,3/03/2020,13,38.3,0,2.5,7.3,2,19.8,0,10.2,1,49.3,0,4.2,5.8,3.7,17.6,3.4,8.4,3.8,9,0,0,0,0,4,0,0,0,43626Democrats Abroad
10/06/2019,Maine,3/03/2020,24,31.8,0,2.3,10.4,0.5,22.8,0,10.8,2,38.1,0,4.3,8.7,3.7,23.2,3.6,9.3,4.6,14,0,0,0,0,10,0,0,0,43626Maine
10/06/2019,Massachusetts,3/03/2020,91,34.4,0,2.1,13.8,0.8,14.9,0,17.7,1.2,41.8,0,4.1,11.2,3.3,12.8,3.3,15.3,4.4,50,0,0,6,0,9,0,26,0,43626Massachusetts
10/06/2019,Minnesota,3/03/2020,75,46.1,0,0.6,13.5,18.7,24,0,12.8,0.3,53.9,0,1.9,6.5,9.7,15.3,2,6.5,2,35,0,0,5,14,18,0,3,0,43626Minnesota
10/06/2019,North Carolina,3/03/2020,110,37.9,0,1.1,7.4,1.6,20,0,12.9,0.9,48.1,0,3.7,6.1,3.6,17.3,3.2,10.2,3.9,69,0,0,0,0,36,0,5,0,43626North Carolina
10/06/2019,Oklahoma,3/03/2020,37,46.3,0,4.7,4.8,2.9,16.1,1.2,5.4,0.4,63.3,0,4,4.3,3.3,11.1,3.1,4.2,3,27,0,0,0,0,10,0,0,0,43626Oklahoma
10/06/2019,Tennessee,3/03/2020,64,45.6,0,3.4,7.4,3.7,15,0,6.8,0.3,62.4,0,3.6,5.1,3.8,10.4,2.9,5.1,2.9,58,0,0,0,0,6,0,0,0,43626Tennessee
10/06/2019,Texas,3/03/2020,228,36.9,0,1.3,8.4,1.3,18,0,14.3,1.7,46.6,0,3.9,6.7,3.6,16,3.1,11.6,4.2,138,0,0,0,0,68,0,22,0,43626Texas
10/06/2019,Utah,3/03/2020,29,39.4,0,0.7,8.9,3.1,17.7,0,12.6,0.9,51.1,0,3.1,6.7,3.8,14.5,3.2,9.5,3.9,19,0,0,0,0,9,0,1,0,43626Utah
10/06/2019,Vermont,3/03/2020,16,40.2,0,2.4,13.4,0.6,48.2,0,16.4,3.2,31.8,0,1.6,4.6,1.2,49.4,1.4,6.5,1.8,6,0,0,1,0,7,0,2,0,43626Vermont
10/06/2019,Virginia,3/03/2020,99,39.3,0,2.4,10.1,1,16.7,0,11.6,0.8,51.7,0,3.7,7.8,3,13.8,3.4,9.2,3.6,67,0,0,1,0,28,0,3,0,43626Virginia
10/06/2019,Idaho,10/03/2020,20,40.5,0,0.6,9,5.1,14.6,0,12.2,0,53,0,3.4,6.8,4.9,11.3,3.2,9.8,3.3,17,0,0,0,0,2,0,1,0,43626Idaho
10/06/2019,Michigan,10/03/2020,125,42.1,0,1,7.5,3,20.5,0,11.2,0.9,53.8,0,3,5.4,3.7,16.1,2.9,8.2,3.4,81,0,0,0,0,40,0,4,0,43626Michigan
10/06/2019,Mississippi,10/03/2020,36,45.7,0,5.4,5.7,2.5,15.8,0,6.1,0.3,61.3,0,4.9,4.6,3.5,11.4,3.2,5.2,2.8,27,0,0,0,0,9,0,0,0,43626Mississippi
10/06/2019,Missouri,10/03/2020,68,44.7,0,3.2,6.5,3.5,16.4,0,7.8,0.5,60.1,0,3.8,5,3.6,11.8,2.8,6,3.4,50,0,0,0,0,18,0,0,0,43626Missouri
10/06/2019,North Dakota,10/03/2020,14,40.3,0,1.1,9.9,4,15.2,0,12.1,0.3,52.8,0,3.7,7.3,4.1,11.8,3.2,9.2,3.6,10,0,0,0,0,4,0,0,0,43626North Dakota
10/06/2019,Washington,10/03/2020,89,36.2,0,1.6,7.3,0.2,25.4,0,11.5,6.4,42.2,0,3.7,5.9,2.7,23.8,3.3,8.8,6,51,0,0,0,0,35,0,3,0,43626Washington
10/06/2019,Northern Marianas,14/03/2020,6,38.3,0,2.5,7.3,2,19.8,0,10.2,1,48.6,0,4.1,6.5,4.2,17.1,3.5,8.3,4,4,0,0,0,0,2,0,0,0,43626Northern Marianas
10/06/2019,Arizona,17/03/2020,67,39.7,0,1.3,8.6,3.3,21.7,0,12.9,1.5,48.9,0,3.1,6.3,4,18.1,3.1,9.4,3.7,41,0,0,0,0,23,0,3,0,43626Arizona
10/06/2019,Florida,17/03/2020,219,39.4,0,0.9,5.5,0.2,20.2,0,11.2,3.4,50,0,3.3,5.6,3.3,16.7,3.5,8.8,4.9,140,0,0,0,0,72,0,7,0,43626Florida
10/06/2019,Illinois,17/03/2020,155,48.5,0,1,5.6,1,15.3,0,9,0.7,65.7,0,2.9,4.1,2.7,10.1,2.8,6.1,2.7,118,0,0,0,0,37,0,0,0,43626Illinois
10/06/2019,Ohio,17/03/2020,136,42.6,0,0.5,11.3,4.8,24.9,0,11.2,1.3,50.7,0,2.6,6.6,3.8,20.1,2.6,7.2,3.3,81,0,0,4,0,47,0,4,0,43626Ohio
10/06/2019,Georgia,24/03/2020,105,44.4,0,3.7,5.3,3,16.8,0,8.7,0.4,57.9,0,4.4,4.8,3.8,12.3,3.3,6.8,3.2,76,0,0,0,0,29,0,0,0,43626Georgia
10/06/2019,Puerto Rico,29/03/2020,51,38.3,0,2.5,7.3,2,19.8,0,10.2,1,47.4,0,4.3,6.6,4,17.2,3.6,8.5,4.3,33,0,0,0,0,17,0,1,0,43626Puerto Rico
10/06/2019,Alaska,4/04/2020,15,37.8,0,0.8,8.9,1.4,14.8,0,13,0.3,46.5,0,3.7,7.6,4.1,13.4,3.9,11.1,4.3,14,0,0,0,0,1,0,0,0,43626Alaska
10/06/2019,Hawaii,4/04/2020,24,35.6,0,0.9,8.4,0.2,24.9,0,12.9,5.7,40.2,0,3.6,7,3.1,22.7,3.5,10.3,5.8,14,0,0,0,0,9,0,1,0,43626Hawaii
10/06/2019,Louisiana,4/04/2020,54,45.5,0,4.4,6.2,3.1,15.4,0,6.2,0.3,58.8,0,4.8,5.2,3.7,11.2,3.3,5.7,3.4,40,0,0,0,0,14,0,0,0,43626Louisiana
10/06/2019,Wyoming,4/04/2020,14,38.3,0,0.5,9.9,3.2,17.7,0,14.2,0.2,45.9,0,3.5,7.9,4.4,14.5,3.8,11.1,3.8,9,0,0,0,0,4,0,1,0,43626Wyoming
10/06/2019,Wisconsin,7/04/2020,84,33.8,0,1,7,3.2,26.3,0,14.1,0.6,37.1,0,3.9,6.4,4.5,25,3.3,11.7,3.8,43,0,0,0,0,33,0,8,0,43626Wisconsin
10/06/2019,Connecticut,28/04/2020,60,32.6,0,3.9,11.4,0.1,21.3,0,13.8,0.7,35.7,0,5.8,9.8,3.8,19.7,4,12.2,4.7,33,0,0,2,0,21,0,4,0,43626Connecticut
10/06/2019,Delaware,28/04/2020,21,46.5,0,4.6,12.9,0.4,22.6,0,12.8,0.9,53.8,0,3.9,7.6,2.5,15.5,2.7,7.9,3,13,0,0,1,0,6,0,1,0,43626Delaware
10/06/2019,Maryland,28/04/2020,96,34.9,0,6.2,11.2,0.1,21,0,13.6,2.3,38.4,0,6.4,8.7,3.7,18.4,3.8,11.3,5.1,54,0,0,3,0,33,0,6,0,43626Maryland
10/06/2019,New York,28/04/2020,274,38.7,0,2.7,13.3,0.1,25.4,0,16.8,2.3,38.8,0,3.4,8.3,2.9,20,3,11.6,3.5,122,0,0,19,0,80,0,53,0,43626New York
10/06/2019,Pennsylvania,28/04/2020,186,44.3,0,2.6,8.3,1.6,16.3,0,10.3,0.4,54.5,0,4.2,6.4,3.6,11.8,3.5,8.2,3.9,134,0,0,0,0,49,0,3,0,43626Pennsylvania
10/06/2019,Rhode Island,28/04/2020,26,35,0,7.3,8.4,0.1,22.8,0,11.3,3.2,38.2,0,6.9,7.3,3.7,21,3.8,9.7,5.4,16,0,0,0,0,10,0,0,0,43626Rhode Island
10/06/2019,Guam,2/05/2020,7,38.3,0,2.5,7.3,2,19.8,0,10.2,1,45.3,0,4.4,7,4.5,17,4,9,4.7,5,0,0,0,0,2,0,0,0,43626Guam
10/06/2019,Kansas,2/05/2020,39,40.7,0,0.8,9.1,3.2,16.3,0,12.9,0.2,48.4,0,4.1,7.3,4.4,13,3.8,10,4.2,27,0,0,0,0,11,0,1,0,43626Kansas
10/06/2019,Indiana,5/05/2020,82,44.4,0,0.6,23.1,5,20.8,0,9.3,0.4,49,0,2.9,15.1,3.9,14,2.7,6.2,3.1,41,0,0,21,0,19,0,0,0,43626Indiana
10/06/2019,Nebraska,12/05/2020,29,41.8,0,2.4,7.7,0.5,15,0,14.6,0.4,48.7,0,4.7,6.8,3.5,12,3.8,12,3.9,25,0,0,0,0,2,0,2,0,43626Nebraska
10/06/2019,West Virginia,12/05/2020,28,46.5,0,4,6.6,4.2,14.5,0,7.3,0.4,56.9,0,4.6,5.7,4.2,10.6,3.8,6.1,3.8,26,0,0,0,0,2,0,0,0,43626West Virginia
10/06/2019,Kentucky,19/05/2020,54,44.9,0,4,8,3.8,15.2,0,5.9,0.4,53.9,0,4.8,6.6,4.5,11.8,3.7,6.1,3.9,40,0,0,0,0,14,0,0,0,43626Kentucky
10/06/2019,Oregon,19/05/2020,61,36.7,0,1.4,8.1,0.5,24.9,0,10.9,5.4,39.1,0,4.2,7.4,3.8,21.8,3.6,9.4,6.4,36,0,0,0,0,24,0,1,0,43626Oregon
10/06/2019,District of Columbia,2/06/2020,20,37.6,0,8.8,8.6,0.4,18.1,0,9.3,2.3,42.1,0,8.1,7.8,4,15.6,4,8.5,5.3,14,0,0,0,0,6,0,0,0,43626District of Columbia
10/06/2019,Montana,2/06/2020,19,38.3,0,0.4,11,2.8,18.3,0,13.9,0.6,41.3,0,4.1,8.8,4.7,15.1,4,11.6,4.5,12,0,0,0,0,6,0,1,0,43626Montana
10/06/2019,New Jersey,2/06/2020,126,37.9,0,16,10.5,0,26.9,0,12.4,4.9,37,0,10.6,7.4,2.9,21.2,3.4,8.8,5.2,55,0,23,2,0,39,0,6,0,43626New Jersey
10/06/2019,New Mexico,2/06/2020,34,35.8,0,1.5,7.2,0.2,24.9,0,10.7,6.4,37.8,0,4.3,6.4,3.9,22.7,4.1,9.2,7.1,20,0,0,0,0,14,0,0,0,43626New Mexico
10/06/2019,South Dakota,2/06/2020,16,39.7,0,1.5,10,3,16,0,13.2,0.3,44.3,0,4.4,8.3,4.9,12.9,4.1,10.8,4.7,11,0,0,0,0,4,0,1,0,43626South Dakota
10/06/2019,Virgin Islands,6/06/2020,7,38.3,0,2.5,7.3,2,19.8,0,10.2,1,42.3,0,5.2,7.5,4.6,17.1,4.3,9.3,5,5,0,0,0,0,2,0,0,0,43626Virgin Islands
10/06/2019,US,1/07/2020,41,40,0,2.7,9,2.2,19.8,0,11.2,1.5,52.7,0,2.9,6.5,2.8,17.9,2.4,8.9,3,2488,0,23,81,14,1173,0,199,0,43626US
13/06/2019,Iowa,3/02/2020,41,33.5,0,2,16.5,3.4,20.7,0,15.4,1.1,40.2,0,3.5,12.3,4.2,18.4,2.9,12.1,3.3,16,0,0,8,0,10,0,7,0,43629Iowa
13/06/2019,New Hampshire,11/02/2020,24,36,0,2.4,11,1.8,17.3,0,12.1,1.3,48,0,4.2,8.7,4.1,14.6,3.3,10,3.5,16,0,0,0,0,7,0,1,0,43629New Hampshire
13/06/2019,Nevada,22/02/2020,36,35.7,0,1.6,7.7,1,15.6,0,17.3,2.5,46,0,3.8,6.9,3.6,13,3.6,14.7,4.2,19,0,0,0,0,8,0,9,0,43629Nevada
13/06/2019,South Carolina,29/02/2020,54,49.7,0,3.3,5.1,0.9,14.1,0,10.3,0.9,69.4,0,3.3,3.1,2.7,8,2.1,5.7,2.6,48,0,0,0,0,5,0,1,0,43629South Carolina
13/06/2019,Alabama,3/03/2020,52,47.2,0,5.3,6.4,2.5,13.2,0,8.1,0.7,65.8,0,4,4.7,3.4,8.2,2.6,5.3,2.8,49,0,0,0,0,3,0,0,0,43629Alabama
13/06/2019,American Samoa,3/03/2020,6,37.2,0,2.4,8,1.9,19.2,0,11.2,1.2,48.1,0,4.2,6.8,4.4,16.5,3.6,8.7,3.7,4,0,0,0,0,2,0,0,0,43629American Samoa
13/06/2019,Arkansas,3/03/2020,31,44.3,0,5.2,8.3,3.3,15.2,0,6.4,0.4,60.9,0,4.5,5.8,3.7,10.4,2.7,5.1,2.8,23,0,0,0,0,8,0,0,0,43629Arkansas
13/06/2019,California,3/03/2020,416,30.9,0,1.1,11.2,0.6,21,0,16.1,1.6,35.8,0,4.2,9.5,3.9,20.4,3.8,13.8,4.3,183,0,0,14,0,124,0,95,0,43629California
13/06/2019,Colorado,3/03/2020,67,33.9,0,0.5,7.8,1.2,23.6,0,13,5.8,40.9,0,3.4,6.4,3.8,22.4,3.5,10.4,5.4,38,0,0,0,0,26,0,3,0,43629Colorado
13/06/2019,Democrats Abroad,3/03/2020,13,37.2,0,2.4,8,1.9,19.2,0,11.2,1.2,48.4,0,4.2,6.9,4.1,16.7,3.3,8.8,3.9,9,0,0,0,0,4,0,0,0,43629Democrats Abroad
13/06/2019,Maine,3/03/2020,24,30.1,0,2.1,10.9,1.2,22.2,0,12,2.1,35.9,0,4.4,9.6,4.1,22.6,3.8,10.8,4.4,14,0,0,0,0,10,0,0,0,43629Maine
13/06/2019,Massachusetts,3/03/2020,91,33.4,0,2.1,14.2,0.8,15,0,18.5,1.3,40.1,0,4.4,11.4,3.9,12.6,3.3,16.7,3.8,47,0,0,9,0,9,0,26,0,43629Massachusetts
13/06/2019,Minnesota,3/03/2020,75,27.4,0,0.8,11.4,15.9,19.4,0,17.3,1.3,28.9,0,3.6,9.2,14,17.6,3.7,15.2,3.8,25,0,0,2,15,18,0,16,0,43629Minnesota
13/06/2019,North Carolina,3/03/2020,110,37.3,0,1,7.7,1.6,19.8,0,13.3,0.9,47.4,0,3.5,6.5,3.9,17.2,3.4,10.5,3.4,67,0,0,0,0,36,0,7,0,43629North Carolina
13/06/2019,Oklahoma,3/03/2020,37,45.3,0,4.6,5.4,2.8,15.6,1.1,6.2,0.4,62.9,0,3.9,4.2,3.6,10.4,3.3,4.7,2.9,28,0,0,0,0,9,0,0,0,43629Oklahoma
13/06/2019,Tennessee,3/03/2020,64,44.7,0,3.9,8,3.7,14.8,0,7.6,0.3,61.4,0,4,5.7,4.3,10.4,2.8,5.5,2.5,58,0,0,0,0,6,0,0,0,43629Tennessee
13/06/2019,Texas,3/03/2020,228,36.1,0,1.2,8.7,1.3,17.9,0,14.8,1.8,46.4,0,3.7,7.4,4.3,15.4,3.5,11.3,3.9,138,0,0,0,0,68,0,22,0,43629Texas
13/06/2019,Utah,3/03/2020,29,38.3,0,0.7,9.4,2.9,17.3,0,13.6,0.9,48.9,0,3.6,7.4,4.1,14.5,3.3,10.2,3.4,19,0,0,0,0,8,0,2,0,43629Utah
